"360x640",15.81
"1366x768",14.1
"1920x1080",6.94
"375x667",3.81
"1280x800",3.16
"720x1280",3.12
"320x568",3.07
"768x1024",3.07
"1440x900",2.96
"1024x768",2.87
"1600x900",2.77
"480x800",2.69
"1280x1024",2.51
"320x534",2.32
"320x570",1.42
"540x960",1.3
"320x480",1.28
"1680x1050",1.25
"480x854",1.16
"414x736",1.15
"Other",23.26
